from,to,type,count
beevluv,fbrianna15,retweet,1
beevluv,filterughh,retweet,2
beevluv,flcwerkim,retweet,1
beevluv,gguksbee,retweet,1
beevluv,ggukslane,retweet,2
beevluv,hopetaexy,retweet,2
beevluv,illegirla,retweet,1
beevluv,imyourrain__,retweet,1
beevluv,innerVkook,retweet,1
beevluv,istgkth_,retweet,1
beevluv,jarashook,retweet,1
beevluv,jeonputri_,retweet,1
beevluv,jiminkayang,retweet,1
beevluv,jkmkrsm5,retweet,1
beevluv,jungwooadct,retweet,1
beevluv,kookqis_,retweet,1
beevluv,ksjatmosphere,retweet,1
beevluv,kthforshe,retweet,1
beevluv,kthjeon_,reply,1
beevluv,kthjeon_,retweet,2
beevluv,kthkuu,retweet,1
beevluv,kvanttaex,retweet,1
beevluv,lillterj,retweet,1
beevluv,luvbtseu,retweet,2
beevluv,mochukoo,retweet,1
beevluv,namuujooniie,retweet,1
beevluv,nctyvlarsri,retweet,1
beevluv,novinrl99,retweet,1
beevluv,nuunakim_,retweet,1
beevluv,onfilterz,reply,1
beevluv,purpleebiii,retweet,1
beevluv,rocktaeson,retweet,1
beevluv,sarmymoa,retweet,1
beevluv,svveetiekth,retweet,1
beevluv,syugaryoon,retweet,1
beevluv,taehyungell,retweet,1
beevluv,taeteati,retweet,1
beevluv,taetourss,reply,1
beevluv,tkjraforever,retweet,2
beevluv,tumcialcf,retweet,1
beevluv,vgukies,retweet,1
beevluv,vnthenaie,retweet,1
beevluv,wrexmee,retweet,1
beevluv,xxawrene,retweet,1
beevluv,xxluvyjiminie,retweet,1
beevluv,yeontaessi,retweet,1
beevluv,youphoriav,retweet,1
beingclingy,jamaisvuphoria,reply,1
beingclingy,serimust,reply,1
berkookkok,serendipitlily,reply,1
besttofmee,toastytaurs,reply,1
bigeldora,orginikl,retweet,1
bigeldora,revaa__s,retweet,1
billielzhh,jjeenth,retweet,1
binniejunie,binniejunie,retweet,2
binniejunie,rattlesnakesv,reply,1
blackcardyoongi,DeaSyifakurnia5,retweet,1
blackcardyoongi,Dyaay_,retweet,1
blackcardyoongi,Mono78021974,retweet,1
blackcardyoongi,Putrijinhit,retweet,1
blackcardyoongi,Taegu_Kth,retweet,1
blackcardyoongi,anslmin,retweet,1
blackcardyoongi,cghtliejm,retweet,1
blackcardyoongi,cokikuki01,retweet,1
blackcardyoongi,daeguqu_,retweet,1
blackcardyoongi,faatiyaaa,retweet,1
blackcardyoongi,greentaeteaa,retweet,1
blackcardyoongi,hananatg,retweet,1
blackcardyoongi,imelluvbangtan,retweet,1
blackcardyoongi,j1miner,retweet,1
blackcardyoongi,listenbo1,retweet,1
blackcardyoongi,margarethalevit,retweet,1
blackcardyoongi,nymd13sn,retweet,1
blackcardyoongi,xleenatD,retweet,1
blackswagn,Choojjii,retweet,1
blackswagn,CookyFee,retweet,1
blackswagn,Eternallnamoon,retweet,1
blackswagn,Febi02_,retweet,1
blackswagn,Galaxy_jjk,retweet,1
blackswagn,HOBIIMOOD,retweet,1
blackswagn,Manlykook,retweet,1
blackswagn,Xxjhnsa,retweet,1
blackswagn,Y00NG4EVER2,retweet,1
blackswagn,YoongiNia_0920,retweet,1
blackswagn,aestaeticyu,retweet,1
blackswagn,aida_nuramalia,retweet,2
blackswagn,bbycky,retweet,1
blackswagn,blackcurranttae,retweet,2
blackswagn,cheesseokjin,retweet,1
blackswagn,chimbeey_,retweet,1
blackswagn,choivyeonjun,retweet,1
blackswagn,daeguttae,retweet,1
blackswagn,euphoriamagics_,retweet,1
blackswagn,gyueternally,retweet,1
blackswagn,holyseakoo,retweet,1
blackswagn,honeybear_tae95,retweet,1
blackswagn,httpsouk,retweet,1
blackswagn,inner_ch1ld,retweet,1
blackswagn,innerchildw,retweet,1
blackswagn,innerjikooks,retweet,1
blackswagn,jamaisvuphoria,retweet,1
blackswagn,jeondukkie,retweet,1
blackswagn,jeonxmina,retweet,2
blackswagn,jeykeywrld_,retweet,1
blackswagn,jimboyaaaa,retweet,1
blackswagn,jung_aeri7,retweet,1
blackswagn,jungkxxkiees,retweet,1
blackswagn,kookoopie_,retweet,1
blackswagn,lacibolala,retweet,1
blackswagn,nailunkim_2,retweet,1
blackswagn,nandadesy3,retweet,2
blackswagn,oohkimchy,retweet,1
blackswagn,oriionejk_,retweet,1
blackswagn,oytrux,retweet,1
blackswagn,p00tae,retweet,1
blackswagn,paradiseslaps,retweet,1
blackswagn,peachjhsss,retweet,1
blackswagn,pisankunink,retweet,1
blackswagn,rainnyandcloudy,retweet,1
blackswagn,ruubyyjjeebabo,retweet,1
blackswagn,sgurl_makeitr8,retweet,1
blackswagn,shinningjinnie,retweet,1
blackswagn,shookyfex,retweet,1
blackswagn,stroberi_matcha,retweet,1
blackswagn,taedrugsc,retweet,1
blackswagn,taekoociess,retweet,1
blackswagn,vantxekook,retweet,1
blackswagn,y_eom_yun,retweet,1
blackswan218,jeonsarang_97,reply,1
blcksugarr,jmjee,reply,1
blondeboba,siriusstarss_,retweet,1
bluebcrrykth,Bloodmoonlightt,retweet,1
bluebcrrykth,Bucinmasjimin_,retweet,1
bluebcrrykth,FamzeFa,retweet,1
bluebcrrykth,JYPsMAKNAE,retweet,1
bluebcrrykth,NjhopeO,retweet,1
bluebcrrykth,Persona76319801,retweet,1
bluebcrrykth,PutriBuddy,retweet,1
bluebcrrykth,ValKoodi,retweet,1
bluebcrrykth,bangtangeng,retweet,1
bluebcrrykth,dsrlemah,retweet,1
bluebcrrykth,googieenthuu,retweet,1
bluebcrrykth,hotteokjung,retweet,1
bluebcrrykth,innawidia,retweet,2
bluebcrrykth,jungeraous,retweet,1
bluebcrrykth,kincikecil,retweet,1
bluebcrrykth,kookiessue,retweet,1
bluebcrrykth,kthforlala2,retweet,1
bluebcrrykth,nandadesy3,retweet,1
bluebcrrykth,onejeon7,retweet,1
bluebcrrykth,pjmnsi95,retweet,1
bluebcrrykth,polkka12,retweet,1
bluebcrrykth,purpyskyx,retweet,1
bluebcrrykth,sgarexa,retweet,1
bluebcrrykth,taefckds,retweet,1
bluebcrrykth,xcochocipx,retweet,1
bluebcrrykth,yoonvts,retweet,1
bluefeverz,94JONIE,retweet,1
bluefeverz,bluefeverz,retweet,1
bluefeverz,ra_petite,retweet,1
bluefeverz,shaaaapppp,retweet,1
bobamilkytea,awwmallu,retweet,1
bobamilkytea,jackahumaluguna,retweet,1
bokufto,cherrysvv,reply,1
boomingpeachy_,EndangS72269992,retweet,1
boomingpeachy_,_jungjei,retweet,1
boomingpeachy_,dtaaaminkyu,retweet,1
boomingpeachy_,staryhunie,retweet,1
boomingpeachy_,sukaekso,retweet,1
boomingpeachy_,twentiwae,retweet,1
boraahaee,Linbwi_,retweet,1
boraahaee,Malforhope,retweet,1
boraahaee,boraahaee,retweet,1
boraahaee,ksjatmosphere,retweet,1
boraahaee,m1nlatt3,retweet,1
boraahaee,madexxjk,retweet,1
boraahaee,scturnx,retweet,1
boraahaee,teracotagurll,retweet,1
boraahaee,wfresh_,retweet,1
btscreditcard,bxgtxn,reply,2
btsworldwider,smolnamjoon,reply,1
bubblejee_,AnotherAca,retweet,1
bubblejee_,Bacaan3,retweet,1
bubblejee_,Dwi_tkookID,retweet,1
bubblejee_,RIVALAUTUMNS,retweet,1
bubblejee_,Sucilestari0303,retweet,1
bubblejee_,Taekukieess,retweet,1
bubblejee_,ValKoodi,retweet,1
bubblejee_,YaniaSadiyah,retweet,1
bubblejee_,azaliakarin3,retweet,1
bubblejee_,badutpfhufhu,retweet,1
bubblejee_,buatbaca_AU_,retweet,1
bubblejee_,dimplejoonie12,retweet,1
bubblejee_,ehhRarayaaa,retweet,1
bubblejee_,hellovkookie,retweet,1
bubblejee_,heuninqkal,retweet,1
bubblejee_,kimmon_X,retweet,1
bubblejee_,kiran4126,retweet,1
bubblejee_,littlechims,retweet,1
bubblejee_,luvtaehyunkkk,retweet,1
bubblejee_,minshootinguard,retweet,1
bubblejee_,ndhalyndha,retweet,1
bubblejee_,pancakekim_,retweet,1
bubblejee_,prideofkims,retweet,1
bubblejee_,sukasusukaramel,retweet,1
bubblejee_,tikookkk,retweet,1
bubblejee_,tryssavian,retweet,1
bubblejee_,urluvberry,retweet,1
bubblejee_,urmoonlightbby,retweet,1
bubblejee_,vanrteuphoria,retweet,1
bubblejee_,vantaeegguk,retweet,1
bubblejeong2,AnotherAca,retweet,1
bubblejeong2,Ara22243594,retweet,1
bubblejeong2,BbyMochiyy,retweet,1
bubblejeong2,IChimicasa,retweet,1
bubblejeong2,TAEGUUK73,retweet,1
bubblejeong2,Tae_Boo__2,retweet,1
bubblejeong2,Taerene9,retweet,1
bubblejeong2,acup0ftae,retweet,1
bubblejeong2,airyykth,retweet,1
bubblejeong2,akuameliaa,retweet,1
bubblejeong2,bubblejeong2,retweet,3
bubblejeong2,flutterbyys,retweet,1
bubblejeong2,greentaeteaa,retweet,1
bubblejeong2,imy0ourH0PE,retweet,1
bubblejeong2,jelighter,retweet,1
bubblejeong2,jj21_jjj_purple,reply,1
bubblejeong2,jjjiminiiebyy,retweet,1
bubblejeong2,jjkrya,retweet,1
bubblejeong2,jksayang,retweet,1
bubblejeong2,lovelysyugar,retweet,1
bubblejeong2,margarethalevit,retweet,1
bubblejeong2,momybeomie,retweet,1
bubblejeong2,oytrux,retweet,1
bubblejeong2,smallicecubes_,retweet,1
bubblejeong2,sugarchxs,retweet,1
bubblejeong2,taekookiesst,retweet,1
bubblejeong2,taevonly,retweet,1
bubblejeong2,vantaeegguk,retweet,1
bubblejeong2,vitaminjungh,retweet,1
bubblejeong2,winterkthv,retweet,1
bubblejeong2,yxxngxugh,retweet,1
bucentae,GuideofB,retweet,4
bucentae,jeonskkuk,reply,3
bucentae,moonchildisland,retweet,4
bucinjk9,jrgcxs,retweet,1
bunagupi,babyylionz,reply,1
bunagupi,iluvyukth,reply,1
bundakook_,nawacita____,retweet,1
bundakook_,uwuu95,retweet,1
bundakook_,winmedawin23,retweet,1
bunnykoo77,olengpeople,retweet,1
bunnytaetea,syaaaaaa_a,retweet,1
bvkwnjyn,tiaravnaa,reply,1
byyoongi_,ARMYBTS85483924,retweet,1
byyoongi_,AgustDka,retweet,1
byyoongi_,DesraniS,retweet,1
byyoongi_,Dnswr97,retweet,1
byyoongi_,Dyaay_,retweet,1
byyoongi_,EncusSuga,retweet,1
byyoongi_,FilterEgoo,retweet,1
byyoongi_,JK_BRO97,retweet,1
byyoongi_,Kocheng_ungu,retweet,1
byyoongi_,Lelysijabatt,retweet,1
byyoongi_,Persona76319801,retweet,1
byyoongi_,Rosi_ssi13,retweet,1
byyoongi_,SilviaSyifaL1,retweet,1
byyoongi_,SiskaAp1304,retweet,1
byyoongi_,Vintaegiixx,retweet,1
byyoongi_,YaniaSadiyah,retweet,1
byyoongi_,aegustdx,retweet,1
byyoongi_,aen_qrtajk,retweet,1
byyoongi_,amlptrrrrrr,retweet,1
byyoongi_,anjjellie1,retweet,1
byyoongi_,awdorabletae,retweet,1
byyoongi_,bangtanb0rahae,retweet,1
byyoongi_,bintaaeeku,retweet,1
byyoongi_,btsmine_qd,retweet,1
byyoongi_,ceccindyy,retweet,1
byyoongi_,chimmyarji,retweet,1
byyoongi_,cl0udystqr,retweet,1
byyoongi_,cutietaetae__,retweet,1
byyoongi_,cypherbytae,retweet,1
byyoongi_,daegumandue,retweet,1
byyoongi_,dalgonau,retweet,1
byyoongi_,dearmyjhs,retweet,1
byyoongi_,dibqaaqs,retweet,1
byyoongi_,diian_meii,retweet,1
byyoongi_,dlwrmmaa,retweet,1
byyoongi_,edelweisnazu,retweet,1
byyoongi_,euphoriaon7,retweet,1
byyoongi_,faatiyaaa,retweet,1
byyoongi_,filterjungs,retweet,1
byyoongi_,flyingmeoww,retweet,1
byyoongi_,for94z,retweet,1
byyoongi_,fruitssg,retweet,1
byyoongi_,greentaeteaa,retweet,1
byyoongi_,hellena_95,retweet,1
byyoongi_,hoseough,retweet,1
byyoongi_,jaljaaa,retweet,1
byyoongi_,jejeka_zeyeng,retweet,1
byyoongi_,jungkooksayku,retweet,1
byyoongi_,kimjunkyu21,retweet,1
byyoongi_,kookiemmi,retweet,1
byyoongi_,kookoopie_,retweet,1
byyoongi_,lilmygmeow_,retweet,1
byyoongi_,lovebeyondbts,retweet,1
byyoongi_,matchalattetae,retweet,1
byyoongi_,may_Njel,retweet,1
byyoongi_,moonstarjn,retweet,1
byyoongi_,mrshobahoba,retweet,1
byyoongi_,myAprild,retweet,1
byyoongi_,mypolarius_ttae,retweet,1
byyoongi_,nadialfp,retweet,1
byyoongi_,nandadesy3,retweet,1
byyoongi_,nmjoonaaa,retweet,1
byyoongi_,oriionejk_,retweet,1
byyoongi_,revalinaap,retweet,1
byyoongi_,risrisjk_,retweet,1
byyoongi_,serendipitymya,retweet,1
byyoongi_,smileygguks,retweet,1
byyoongi_,taejkookiee,retweet,1
byyoongi_,taetett2,retweet,1
byyoongi_,tehfucekk,retweet,1
byyoongi_,vgukies,retweet,1
byyoongi_,wfresh_,retweet,1
byyoongi_,whalienjam,retweet,1
byyoongi_,xjeons,retweet,1
byyoongi_,yoongiILY09,retweet,1
c0t00n751,c0t00n751,retweet,1
c0t00n751,jyonnay,retweet,1
cacksvante,naughtynursepdx,retweet,3
cacksvante,yoongisbxx,reply,2
cahyatransport,keren1296474893,retweet,2
cahyatransport,peperr20,retweet,1
callme_naa,AgustDka,retweet,1
callme_naa,BigBucin,retweet,1
callme_naa,Jjhoope_ssi,retweet,1
callme_naa,YaniaSadiyah,retweet,1
callme_naa,faatiyaaa,retweet,1
callme_naa,hanhanxxx_ssi,retweet,1
callme_naa,innawidia,retweet,1
callme_naa,may_Njel,retweet,1
callme_naa,nandadesy3,retweet,1
callme_naa,sansflwrs,retweet,1
caratstalk,dokieyom,reply,2
cebong_g,dandeIion615,reply,1
ceinayang,Baekhyun_CBHS,retweet,1
ceinayang,Jaeminnn_pcy,retweet,1
ceinayang,Mar_iskaaaa,retweet,1
ceinayang,Moons93852203,retweet,1
ceinayang,Rhaenn_,retweet,1
ceinayang,Xiaorion_,retweet,1
ceinayang,bae_chilla,retweet,1
ceinayang,chygdk_,retweet,1
ceinayang,delin_nana,retweet,1
ceinayang,hwllobitj,retweet,1
ceinayang,inimiekuah,retweet,1
ceinayang,lolinyaLucas,retweet,1
ceinayang,salfaafa,retweet,1
ceinayang,strawbeirie,retweet,1
ceinayang,xexojjang,retweet,1
ceinayang,yourfireflys,retweet,1
cgrettaev,Lelysijabatt,retweet,1
cgrettaev,audrieristha,retweet,1
cgrettaev,babygoblin_,retweet,1
cgrettaev,byuliennrzz,retweet,1
cgrettaev,ravnclow,retweet,1
chairunietk,moonanges,retweet,1
chamdyysssss,AdaraLayla,retweet,1
chamdyysssss,AnnisaKarima20,retweet,1
chamdyysssss,Lutfianaika22,retweet,1
chamdyysssss,Maysa32189842,retweet,1
chamdyysssss,Purplel62325980,retweet,1
chamdyysssss,_jiminion_,retweet,1
chamdyysssss,ad0ora,retweet,1
chamdyysssss,ammortentiaa,retweet,1
chamdyysssss,amudoeobseo,retweet,1
chamdyysssss,conbekist,retweet,1
chamdyysssss,cyedyeon,retweet,1
chamdyysssss,divashaas,retweet,1
chamdyysssss,gluwing,retweet,1
chamdyysssss,hwangjeykey,retweet,1
chamdyysssss,neuu27_,retweet,1
chamdyysssss,ppockymatcha,retweet,1
chamdyysssss,rdenroro_,retweet,1
chamdyysssss,renitavsr02,retweet,1
chamdyysssss,revmrs18_,retweet,1
chamdyysssss,riniagustin_rin,retweet,1
chamdyysssss,surinalasr,retweet,1
chamdyysssss,xeoyoi,retweet,1
charmingkoox,Nnthk__,retweet,1
charmingkoox,dionygguk_,retweet,1
charmingkoox,gleenwr,retweet,1
charmingkoox,haynananana,retweet,1
charmingkoox,inrchldz_,retweet,1
charmingkoox,klgrxra,retweet,1
charmingkoox,lovebeyondbts,retweet,1
charmingkoox,sblpjm,retweet,1
charmingkoox,serendipitymya,retweet,1
charmingkoox,xleenatD,retweet,1
chell_rjn,chell_rjn,retweet,2
chell_rjn,fulsunflwrhyuck,reply,1
chenlendipity,KTHANH95,retweet,1
chenlendipity,ayambawanq,retweet,1
chenlendipity,jodohmukelaque,retweet,1
chenlendipity,tokkinpan,retweet,1
chenlendipity,yoongisawy,retweet,1
chenleyaa1,becandasayanggg,retweet,1
chenleyaa1,renjunphilia,retweet,1
cherrybls12,Bangtanfam22,retweet,1
cherrybls12,Fullmoonseaa,retweet,1
cherrybls12,ISijeuni,retweet,1
cherrybls12,Iiyas93720673,retweet,1
cherrybls12,Irmaadr3,retweet,1
cherrybls12,JYPsMAKNAE,retweet,1
cherrybls12,KimShofieJeon,retweet,1
cherrybls12,Mostafa_Saad007,retweet,1
cherrybls12,Persona76319801,retweet,1
cherrybls12,Sdngpyoo_,retweet,1
cherrybls12,Taetatachan,retweet,1
cherrybls12,WeareoneexoIna,retweet,1
cherrybls12,Xierweiyaaa,retweet,1
cherrybls12,adorerado,retweet,1
cherrybls12,aiiyyaass_17,retweet,1
cherrybls12,avochocokies,retweet,1
cherrybls12,babyymochhii,retweet,1
cherrybls12,chitaetogguk,retweet,1
cherrybls12,citrusbangtan,retweet,1
cherrybls12,diian_meii,retweet,1
cherrybls12,dzvkth,retweet,1
cherrybls12,faatiyaaa,retweet,1
cherrybls12,i_am_agnespeni,retweet,1
cherrybls12,justwannabeme__,retweet,1
cherrybls12,kireibee_,retweet,1
cherrybls12,nchimluvluv,retweet,1
cherrybls12,pinappleshi,retweet,1
cherrybls12,renanra3,retweet,1
cherrybls12,strngrtngs,retweet,1
cherrybls12,sunshineb_77,retweet,1
cherrybls12,taetaefnn,retweet,1
cherrybls12,thyoonism,retweet,1
cheryyashh,fromnaverland,retweet,1
cheryyashh,gforgeous,retweet,1
cheryyashh,mmarkleeon,retweet,1
cheryyashh,parkjiseongies,retweet,1
cheryyashh,realtatayo,retweet,1
cheryyashh,starxaa,retweet,1
cheryyashh,yours271,retweet,1
cheucensayang,MMZSCKL,retweet,1
cheucensayang,MarcosMarcyril,retweet,1
cheucensayang,Xanxus295,retweet,1
chezebusiness,sikecilmarmut,retweet,1
childxhnyh,17Jeykeywife,retweet,1
childxhnyh,95Kimaraa,retweet,1
childxhnyh,Ahilaaff1,retweet,1
childxhnyh,Ara22243594,retweet,1
childxhnyh,AsskaJung,retweet,1
childxhnyh,BojoeMinSuga,retweet,1
childxhnyh,Bucinmasjimin_,retweet,1
childxhnyh,CahayaPramudhi4,retweet,1
childxhnyh,Ch0namgyeol,retweet,1
childxhnyh,CookyFee,retweet,1
childxhnyh,Deanysus1,retweet,1
childxhnyh,Dyaay_,retweet,1
childxhnyh,Eternallnamoon,retweet,1
childxhnyh,InfiresYunki_93,retweet,1
childxhnyh,Isabell00621300,retweet,1
childxhnyh,JhCrystalsnow2,retweet,1
childxhnyh,JinseokRM,retweet,1
childxhnyh,KimNjun_,retweet,1
childxhnyh,Kukikuuu1,retweet,1
childxhnyh,LanxthIly,retweet,1
childxhnyh,MaelaniLisa,retweet,1
childxhnyh,Moonshoot7,retweet,1
childxhnyh,PresidentRM_,retweet,1
childxhnyh,Psycxdxlictae,retweet,1
childxhnyh,Sdngpyoo_,retweet,1
childxhnyh,SjimJ,retweet,1
childxhnyh,TAEGUUK73,retweet,1
childxhnyh,TaehyungJin34,retweet,1
childxhnyh,Uushsnh,retweet,1
childxhnyh,ValKoodi,retweet,1
childxhnyh,VforVictory56,retweet,1
childxhnyh,Xierweiyaaa,retweet,1
childxhnyh,Zekehyz,retweet,1
childxhnyh,ZhyLu_,retweet,1
childxhnyh,achacacia,retweet,1
childxhnyh,agarahvn,retweet,1
childxhnyh,agnaaceu,retweet,1
childxhnyh,almightygguks,retweet,1
childxhnyh,americanosedap,retweet,1
childxhnyh,amiwitluv,retweet,1
childxhnyh,aprilscent2,retweet,1
childxhnyh,armywtluv,retweet,1
childxhnyh,attilucass,retweet,1
childxhnyh,babygoblin_,retweet,1
childxhnyh,bbyberrytae,retweet,1
childxhnyh,bearmegom,retweet,1
childxhnyh,beyourlov,retweet,1
childxhnyh,bunnykoo77,retweet,1
childxhnyh,byuliennrzz,retweet,1
childxhnyh,c0t00n751,retweet,1
childxhnyh,cakekookies,retweet,1
childxhnyh,candramawaxso,retweet,1
childxhnyh,casadehope,retweet,1
childxhnyh,cghtliejm,retweet,1
childxhnyh,cgrettaev,retweet,1
childxhnyh,chimins_lcvebot,retweet,1
childxhnyh,chuphacuuu,retweet,1
childxhnyh,cilokseblak,retweet,1
childxhnyh,cin_yoongi,retweet,1
childxhnyh,cl0udystqr,retweet,1
childxhnyh,clouddiiyy,retweet,1
childxhnyh,cloudybties,retweet,1
childxhnyh,cloudypai,retweet,1
childxhnyh,cmyliy,retweet,1
childxhnyh,coA_Aox,retweet,1
childxhnyh,convalleythem,retweet,1
childxhnyh,creamyjkey,retweet,1
childxhnyh,cribbytae,retweet,1
childxhnyh,crxzytae,retweet,1
childxhnyh,ctrllaxchim_,retweet,1
childxhnyh,cxndlelixght,retweet,1
childxhnyh,daecwita,retweet,1
childxhnyh,daegupurple,retweet,1
childxhnyh,daeguqu_,retweet,1
childxhnyh,darkchoqlet,retweet,1
childxhnyh,davian_harvi,retweet,1
childxhnyh,euniverseokjin,retweet,1
childxhnyh,euphcriaxjk,retweet,1
childxhnyh,euphosa,retweet,1
childxhnyh,fahsyii_,retweet,1
childxhnyh,fckxjm,retweet,1
childxhnyh,felitadelfina_,retweet,1
childxhnyh,fluffytae_,retweet,1
childxhnyh,foryunkie,retweet,1
childxhnyh,gemoiiiiiiiiiii,retweet,1
childxhnyh,genisa_vkook,retweet,1
childxhnyh,glcwins,retweet,1
childxhnyh,gldenkoo,retweet,1
childxhnyh,halcyon1221,retweet,1
childxhnyh,hktobrajin,retweet,1
childxhnyh,hobiisweet,retweet,1
childxhnyh,hooshikie,retweet,1
childxhnyh,huimangssea,retweet,1
childxhnyh,hyrxkin,retweet,1
childxhnyh,imyourjeonn,retweet,1
childxhnyh,inituhsiapa,retweet,1
childxhnyh,innerchild_kthv,retweet,1
childxhnyh,innerchilldd98,retweet,1
childxhnyh,innerjmxx,retweet,1
childxhnyh,istaethic,retweet,1
childxhnyh,istgkth_,retweet,1
childxhnyh,j_alenaa,retweet,1
childxhnyh,jeeyykkeeyy,retweet,1
childxhnyh,jejesygbangtan,retweet,1
childxhnyh,jeonerma_27,retweet,1
childxhnyh,jeonxmina,retweet,1
childxhnyh,jeykey_01,retweet,1
childxhnyh,jeykeysubin,retweet,1
childxhnyh,jeykeytime,retweet,1
childxhnyh,jii_tae,retweet,1
childxhnyh,jimiexsky,retweet,1
childxhnyh,jiminxxsii,retweet,1
childxhnyh,jimmarkcrush,retweet,1
childxhnyh,jinnieoviolee,retweet,1
childxhnyh,jjkyeochin,retweet,1
childxhnyh,jksayang,retweet,1
childxhnyh,jmaisbil,retweet,1
childxhnyh,jooneternity,retweet,1
childxhnyh,jooniexty,retweet,1
childxhnyh,jukyungyee,retweet,1
childxhnyh,kaimalhuening,retweet,1
childxhnyh,kimbabkiddinggg,retweet,1
childxhnyh,kimbaepsae2_,retweet,1
childxhnyh,kimcutte,retweet,1
childxhnyh,kimjeon_guk3001,retweet,1
childxhnyh,kimtitienNGL,retweet,1
childxhnyh,kitehavx,retweet,1
childxhnyh,kthforlala2,retweet,1
childxhnyh,kthskfck,retweet,1
childxhnyh,kthxphoriaa,retweet,1
childxhnyh,llunaethic,retweet,1
childxhnyh,lovelysyugar,retweet,1
childxhnyh,luvlilyoonie,retweet,1
childxhnyh,mamameyy,retweet,1
childxhnyh,mhdkhlsa,retweet,1
childxhnyh,milktaegyu,retweet,1
childxhnyh,miniebiniee,retweet,1
childxhnyh,mochyjoon,retweet,1
childxhnyh,moonadya_,retweet,1
childxhnyh,mphiiuwu,retweet,1
childxhnyh,mwra124335,retweet,1
childxhnyh,mystaery95,retweet,1
childxhnyh,nakamyouiii_,retweet,1
childxhnyh,nalawufie,retweet,1
childxhnyh,nanachudoy,retweet,1
childxhnyh,nochuaeri,retweet,1
childxhnyh,noirswans,retweet,1
childxhnyh,numbxtae,retweet,1
childxhnyh,odettejung,retweet,1
childxhnyh,oriionejk_,retweet,1
childxhnyh,ouchkooxv,retweet,1
childxhnyh,pacarjk,retweet,1
childxhnyh,park71min,retweet,1
childxhnyh,peacchhyyjae,retweet,1
childxhnyh,peternakeskrim,retweet,1
childxhnyh,precskook,retweet,1
childxhnyh,princeekook,retweet,1
childxhnyh,qtyunki,retweet,1
childxhnyh,rascaltae,retweet,1
childxhnyh,realvya_,retweet,1
childxhnyh,rinerchild,retweet,1
childxhnyh,rinnnnvirene,retweet,1
childxhnyh,rkivesc,retweet,1
childxhnyh,rmmooniejoon,retweet,1
childxhnyh,saanaswan,retweet,1
childxhnyh,sailvaaaaa_,reply,1
childxhnyh,savemebaee,retweet,1
childxhnyh,seokjiningbby,retweet,1
childxhnyh,sgurl_makeitr8,retweet,1
childxhnyh,shookjeans_,retweet,1
childxhnyh,sirendipity__,retweet,1
childxhnyh,slietherien,retweet,1
childxhnyh,sparklettae,retweet,1
childxhnyh,srxndpity,retweet,1
childxhnyh,ssjungjeon,retweet,1
childxhnyh,starbrightjk,retweet,1
childxhnyh,streetfwOd,retweet,1
childxhnyh,strryseesaw,retweet,1
childxhnyh,styyeogld_,retweet,1
childxhnyh,sugarchxs,retweet,1
childxhnyh,sugarmamiskin,retweet,1
childxhnyh,svveetiekth,retweet,1
childxhnyh,syaataetae,retweet,1
childxhnyh,syblktv_,retweet,1
childxhnyh,taaella,retweet,1
childxhnyh,taedorokissu,retweet,1
childxhnyh,taegarex,retweet,1
childxhnyh,taehyungcogan_,retweet,1
childxhnyh,taelythia,retweet,1
childxhnyh,tan_adinda,retweet,1
childxhnyh,tataland971,retweet,1
childxhnyh,tatataelin,retweet,1
childxhnyh,tesvokaldulu,retweet,1
childxhnyh,thstcxby,retweet,1
childxhnyh,tiaprkjim,retweet,1
childxhnyh,tiramizucoffe,retweet,1
childxhnyh,trnbta_,retweet,1
childxhnyh,vjgold95,retweet,1
childxhnyh,vkjmjrj,retweet,1
childxhnyh,voicesatdusk,retweet,1
childxhnyh,weareugh,retweet,1
childxhnyh,xbiniebbun,retweet,1
childxhnyh,xcochocipx,retweet,1
childxhnyh,xolovelysoo,retweet,1
childxhnyh,xxluvyjiminie,retweet,1
childxhnyh,yolobunjimin,retweet,1
childxhnyh,yourtime97,retweet,1
chimbaepsae,helioseokie,reply,1
chimbaepsae,innawidia,retweet,2
chimbaepsae,jjkrya,reply,1
chimbeey_,NAMJOONinng,retweet,1
chimbeey_,YoongiNia_0920,retweet,1
chimbeey_,chimins_lcvebot,retweet,1
chimbeey_,jeonerma_27,retweet,1
chimbeey_,jeonxmina,retweet,1
chimbeey_,vtaexxjj,retweet,1
chimins_lcvebot,Armywall14,retweet,1
chimins_lcvebot,AsskaJung,retweet,1
chimins_lcvebot,Babyseokjinn,retweet,1
chimins_lcvebot,CrayonChan_93,retweet,1
chimins_lcvebot,Kidjeonx,retweet,1
chimins_lcvebot,LouraChristine,retweet,1
chimins_lcvebot,MaelaniLisa,retweet,1
chimins_lcvebot,ZhyLu_,retweet,1
chimins_lcvebot,calif0rniaa,retweet,1
chimins_lcvebot,caurncremel,retweet,1
chimins_lcvebot,cikakmhl,retweet,1
chimins_lcvebot,citrusbangtan,retweet,1
chimins_lcvebot,daegus__,retweet,1
chimins_lcvebot,delighttaeej,retweet,1
chimins_lcvebot,dionysxn,retweet,1
chimins_lcvebot,euphoriamagics_,retweet,1
chimins_lcvebot,gajlukankomplek,retweet,1
chimins_lcvebot,glcwins,retweet,1
chimins_lcvebot,iam_uun,retweet,1
